proceedingId,conferenceName,year,venue,city,edition
837631d2-3164-481c-9510-1ee96e72b4cf,IOTA Programming System,2016,New York University,New York,1
020e2239-ff09-4fb8-b384-86128857ea8f,IST Africa Week Conference,2018,Singapore Management University,Singapore,1
60cea772-20ed-4baf-8e4a-1d8e367c753a,ITS Workshops,2018,Stanford University,San Francisco,1
159472fa-0be8-4514-8275-8125013589fb,India International Conference on Information Processing (IICIP),2016,Nanyang Technological University,Singapore,1
fdc49211-7e72-4b29-b19e-54f6a77a742d,"Indian Conference on Computer Vision, Graphics & Image Processing",2008,University of Sydney,Sydney,1
00476d9e-b3bf-42e3-8d85-66874c5c3256,Industrial Conference on Data Mining,2005,Imperial College London,London,1
b21ea0c4-1e47-4b5f-815e-9fcbfbd63bb7,Industrial Conference on Data Mining,2006,University of New South Wales,Sydney,2
6ee8ef28-92fb-468a-9c12-a093594b7da5,Industrial Conference on Data Mining,2014,VU Amsterdam,Amsterdam,10
364bfa93-7e4c-4c9e-8611-7a4446d11022,Industrial Conference on Data Mining,2016,Harvard University,Boston,12
9feec2d8-a6e8-4aa6-a40d-83c969406f48,Industrial Conference on Data Mining,2017,Nanyang Technological University,Singapore,13
1ee87f85-fed7-4936-9526-29b3afe8b19b,Industrial Conference on Data Mining,2018,Harvard University,Boston,14
07d87678-db4d-4397-8f0d-c6c4d6e581cc,Industrial Conference on Data Mining,2020,VU Amsterdam,Amsterdam,16
88b10ca0-98a2-4af3-a892-86641f94105e,Information Security Conference,2011,ETH Zurich,Zurich,1
0791a1c2-0b8f-4dc3-b735-e09bfb4d5dfb,Information Theory Workshop,2019,University of Toronto,Toronto,1
b64f391c-bf3a-4374-99c4-9048aa699298,Information Theory Workshop,2020,Illinois Institute of Technology,Chicago,2
f02fef60-d00e-4175-8142-9c1c80fe1f22,Information Theory Workshop,2021,Yonsei University,Seoul,3
196da864-b345-422d-9fe4-9149b90a2f87,Information Theory and Applications Workshop,2013,"University of California, San Francisco",San Francisco,1
15bb37a0-01b1-4ab6-883c-7eb80434ae92,Information Theory and Applications Workshop,2017,Illinois Institute of Technology,Chicago,5
b40c9566-c658-464d-a40a-14738450b88a,Innovations in Intelligent Systems and Applications Conference (ASYU),2023,King's College London,London,1
62a7faa1-b1b2-47e4-b03c-6dde200d8a95,International ACM Conference on Management of Emergent Digital EcoSystems,2015,University of Zurich,Zurich,1
be1dc5e2-f68f-4de9-aa58-af5d7976cc62,International ACM Conference on Management of Emergent Digital EcoSystems,2016,York University,Toronto,2
fc4b9dcc-101a-44bf-a0a3-5a292c4950bc,International Balkan Conference on Communications and Networking (BalkanCom),2022,Seoul National University,Seoul,1
06d36023-6ef1-44b0-a85e-1a1c25cb49ab,International Baltic Conference on Databases and Information Systems,2011,Seoul National University,Seoul,1
57983d05-7082-42fe-ad25-b9c3263af173,International Computer Science Conference,2009,York University,Toronto,1
81f7b1c2-0493-4dc8-9930-647ae0fc1a2d,International Computer Science Conference,2016,Loyola University Chicago,Chicago,8
f548ebb1-32ae-45f3-a6a4-d8e4c9197b4e,International Computer Science Conference,2017,Beijing Normal University,Beijing,9
6fd2817b-8ae8-4319-b678-5a54f9fb0a01,International Computer Science Conference,2018,Imperial College London,London,10
7a0655b6-aa52-436a-90bd-1232b08faaaa,International Computer Science Conference,2019,Massachusetts Institute of Technology,Boston,11
e83431c1-0f22-4905-83b9-720540bf7d79,International Computer Science Conference,2021,Wageningen University,Amsterdam,13
af850b0c-4abe-477f-81cf-ef147e3c12d6,International Computing Education Research Workshop,2015,York University,Toronto,1
0f800a4a-bab0-40c9-a11c-c35d8278169d,International Computing Education Research Workshop,2021,Macquarie University,Sydney,7
3f5fb219-3628-429d-902c-1e4aa60e8f65,International Computing Education Research Workshop,2022,National University of Singapore,Singapore,8
16fc342f-7522-46a1-862e-24cca46cbf1f,"International Conference Advances Computing, Communication and Automation",2018,Columbia University,New York,1
ab4a3f5c-7fd2-401a-b3c3-fa999f1270e9,International Conference Automation and Computational Engineering,2018,University of Oxford,London,1
93a9041d-7990-4001-b086-f8e0df145d32,International Conference Control and Robots,2024,Beijing University of Posts and Telecommunications,Beijing,1
9df9069d-2eca-412a-a0cc-92b7d8275237,"International Conference Electronic Systems, Signal Processing and Computing Technologies [ICESC ]",2023,University of Zurich,Zurich,1
28c8cbf8-7c64-4660-a720-557ca5bfb6a3,International Conference Intelligent Computing and Control Systems,2017,Northeastern University,Boston,1
79e85483-1323-4284-a74e-542a60050ca0,International Conference Knowledge Engineering and Knowledge Management,2002,Paris-Saclay University,Paris,1
1e879ef4-491b-4f1f-a155-7f86876d576f,International Conference Knowledge Engineering and Knowledge Management,2010,Berkeley,San Francisco,9
ea7f9da2-932e-4495-82b8-5479bc4bd75b,International Conference Knowledge Engineering and Knowledge Management,2012,Waseda University,Tokyo,11
feca1172-40e9-46ea-ab2f-00ddb76a59bf,International Conference Knowledge Engineering and Knowledge Management,2016,Korea Advanced Institute of Science and Technology,Seoul,15
13e03052-4b1f-41f8-a6f8-44145b29d745,International Conference On Cyber Management And Engineering (CyMaEn),2021,Delft University of Technology,Amsterdam,1
7654f6ba-5855-453d-82fe-21d9ab04c00b,International Conference for Emerging Technology (INCET),2020,Beijing Normal University,Beijing,1
a2a81fbf-dbe1-4a58-a07e-1cebc62f464f,"International Conference for High Performance Computing, Networking, Storage and Analysis",2012,Stanford University,San Francisco,1
5a40a0a4-b77a-4dd8-86a6-05d8bbe6d8dc,"International Conference for High Performance Computing, Networking, Storage and Analysis",2014,Singapore Management University,Singapore,3
45bc5e69-5ba4-4ba0-8b89-a0fc7be5dce7,"International Conference for High Performance Computing, Networking, Storage and Analysis",2015,San Francisco State University,San Francisco,4
2b36d1ef-95e3-4b94-b8c0-a20a80ef8e04,"International Conference for High Performance Computing, Networking, Storage and Analysis",2016,University of Technology Sydney,Sydney,5
49f7b709-9804-49b3-8192-165407d265ce,"International Conference for High Performance Computing, Networking, Storage and Analysis",2017,VU Amsterdam,Amsterdam,6
a6e26f4b-da6c-4cde-a277-2766bd86ed41,"International Conference for High Performance Computing, Networking, Storage and Analysis",2018,University of Chicago,Chicago,7
3e3379db-e3a6-4e83-bc66-fe7a9474a475,"International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",2011,University of New South Wales,Sydney,1
ae243b2b-67b3-4bac-9f25-b449abed4946,International Conference of Distributed Computing and Networking,2024,University of Amsterdam,Amsterdam,1
c05b09a4-5ccf-401b-bde6-08867a96aa09,International Conference of the Chilean Computer Science Society,2016,Berkeley,San Francisco,1
7a1a56f2-66d2-4c10-b177-9b22187054f2,International Conference of the Italian Association for Artificial Intelligence,2019,Peking University,Beijing,1
661b4070-1818-4215-a89d-e2d3e7be95e9,International Conference on 3D Vision,2016,Harvard University,Boston,1
0d203771-a570-40d9-913f-14d165fdf2dd,International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),2023,University of Amsterdam,Amsterdam,1
9bc4b3c5-04fe-4355-8b60-4f8f7ed3d3b2,International Conference on Advanced Communication Technology,2014,York University,Toronto,1
660bf674-5d8d-44b4-8118-11e208fff106,International Conference on Advanced Communication Technology,2019,"University of California, San Francisco",San Francisco,6
edcc7a77-12af-4c52-a3ce-10aaef78a6e7,International Conference on Advanced Computing and Communication Systems (ICACCS),2020,University of Waterloo,Toronto,1
0268d434-8eef-44d3-be93-71bdc5ffcf81,International Conference on Advanced Data Mining and Applications,2021,Yonsei University,Seoul,1
57682f5a-eda4-47a4-80cb-9f87e2ac8af6,International Conference on Advanced Data and Information Engineering,2013,Swiss Federal Institute of Technology,Zurich,1
ea58d81e-0342-404f-851c-d48f9f0d15d5,"International Conference on Advanced Electronic Materials, Computers and Software Engineering (AEMCSE)",2020,National University of Singapore,Singapore,1
33378f0c-835e-47c0-ad1c-8e9295cf1ccf,International Conference on Advanced Infocomm Technology,2019,Northeastern University,Boston,1
8192b8e1-ce01-4c25-a6e9-2e41eb8c107e,International Conference on Advanced Information Networking and Applications,2007,Delft University of Technology,Amsterdam,1
6b737ab8-b26e-4935-ad5a-5f788ed9689d,International Conference on Advanced Information Networking and Applications,2017,University of New South Wales,Sydney,11
ad351d70-268a-422c-8ea6-ed0ce2470760,International Conference on Advanced Information Networking and Applications,2020,Columbia University,New York,14
a4edb29f-f7f7-40b4-99f7-e8baeeea222b,International Conference on Advanced Information Systems Engineering,2011,Massachusetts Institute of Technology,Boston,1
42edb97e-71e1-4870-922b-bdf9f68840e5,International Conference on Advanced Information Systems Engineering,2013,University of Tokyo,Tokyo,3
45887404-5cae-4d5b-b2f5-affe3ea978bf,International Conference on Advanced Information Systems Engineering,2015,San Francisco State University,San Francisco,5
7e29d58b-668f-434c-94a8-3d7c4ece036c,International Conference on Advanced Information Systems Engineering,2016,VU Amsterdam,Amsterdam,6
3d3517e3-8f98-4268-be5e-865e2d55a991,International Conference on Advanced Information Systems Engineering,2017,Massachusetts Institute of Technology,Boston,7
3845673f-0ad9-43c8-8789-d8ed3d8ebaf9,International Conference on Advanced Information Systems Engineering,2018,Illinois Institute of Technology,Chicago,8
67167150-417b-45fe-bc67-d7da43326aa5,International Conference on Advanced Information Systems Engineering,2019,University of Sydney,Sydney,9
47b90b40-a58c-457c-bae4-04740c0f2fcd,International Conference on Advanced Information Systems Engineering,2020,Stanford University,San Francisco,10
ee985674-2d7e-4fa5-a1e6-b25ca7b0eec8,International Conference on Advanced Information Systems Engineering,2021,Korea Advanced Institute of Science and Technology,Seoul,11
74e638ad-726e-4ebc-8497-6672b48132bf,International Conference on Advanced Learning Technologies,2016,Massachusetts Institute of Technology,Boston,1
ce8ef53d-b6b0-44eb-8128-3e2ade9bc833,International Conference on Advanced Learning Technologies,2023,New York University,New York,8
08903eb0-78cc-42bc-9483-36ddb3432f04,International Conference on Advanced Technologies for Signal and Image Processing,2014,Northeastern University,Boston,1
f3d7ff42-e0d3-47b9-b166-380ff00cb723,International Conference on Advancement in Computation & Computer Technologies (InCACCT),2023,University of Oxford,London,1
94124654-2fd7-43f5-9460-f269722bfeaf,"International Conference on Advancements in Smart, Secure and Intelligent Computing (ASSIC)",2024,Tsinghua University,Beijing,1
32453a54-7da3-40e4-b984-64a494b5b6b9,"International Conference on Advances in Computing, Communication Control and Networking (ICACCCN)",2018,Stanford University,San Francisco,1
840f3cf6-2e9d-4049-87ec-9f0bf47f2f03,"International Conference on Advances in Computing, Communication and Applied Informatics (ACCAI)",2022,Keio University,Tokyo,1
c24f9623-428f-4b88-92cc-1656e940b96c,International Conference on Advances in Electronics Computers and Communications,2014,Ryerson University,Toronto,1
dafdbfc7-386a-4eb1-8cbe-d0b7fc88cc82,International Conference on Advances in Engineering & Technology Research,2014,City University of New York,New York,1
455b93dd-5918-4318-8e21-49a0750648b7,International Conference on Advances in ICT for Emerging Regions,2013,Free University of Berlin,Berlin,1
d98ba1f3-0374-472b-9f92-d7241e4c5bea,International Conference on Advances in Social Network Analysis and Mining,2009,University of Toronto,Toronto,1
a83005d8-5de3-4021-9216-4ca402650cea,International Conference on Advances in Social Networks Analysis and Mining,2017,King's College London,London,1
70f495d2-854c-48d8-9058-9ec773a91c65,International Conference on Advances in Social Networks Analysis and Mining,2019,University of Chicago,Chicago,3
fdad2e0b-fa6a-4c8f-ab2a-1e0bd9dd3dbb,International Conference on Advances in Social Networks Analysis and Mining,2020,Tsinghua University,Beijing,4
a230c8f2-9ede-45ef-9e63-1dd1e81f1b32,International Conference on Advances in Social Networks Analysis and Mining,2021,Swiss Federal Institute of Technology,Zurich,5
ccaa6ba5-0c28-4492-9d05-7385079a1acd,International Conference on Advances in System Simulation,2016,Cornell Tech,New York,1
38769b40-1b06-4ca7-b9e0-dbb2461c856b,International Conference on Advances in System Simulation,2020,Illinois Institute of Technology,Chicago,5
01655662-dfe0-423b-8cab-6aa2f88ace59,International Conference on Affective Computing and Intelligent Interaction Workshops and Demos (ACIIW),2017,Massachusetts Institute of Technology,Boston,1
0a4aa4f6-623f-4136-b909-71d0a400ba08,International Conference on Agile Software Development,2020,City University of New York,New York,1
cefe2385-c259-4fc5-ac15-06e5720b1919,International Conference on Algorithmic Learning Theory,2018,San Francisco State University,San Francisco,1
7151bf14-ee30-47f0-ae62-911edc64fd3c,International Conference on Application of Concurrency to System Design,2011,Imperial College London,London,1
b3a6411c-1be4-4e66-aff3-c28bd260d446,International Conference on Applications of Natural Language to Data Bases,2002,Imperial College London,London,1
1e239f03-5693-4e68-b585-5e40f9ed6caf,International Conference on Applications of Natural Language to Data Bases,2007,Harvard University,Boston,6
48c3777e-e0e3-4870-b5fb-3d5d8e526919,International Conference on Applications of Natural Language to Data Bases,2009,VU Amsterdam,Amsterdam,8
3d4c09d3-936f-44b4-be8f-5274422f77ee,International Conference on Applications of Natural Language to Data Bases,2010,Tokyo Institute of Technology,Tokyo,9
5edccae3-0e9c-4f34-8742-bf7746c8df7e,International Conference on Applications of Natural Language to Data Bases,2011,Imperial College London,London,10
6264a199-a250-4c8f-ae1f-b4ede24417b4,International Conference on Applications of Natural Language to Data Bases,2018,ETH Zurich,Zurich,17
c4c94344-a628-4cc4-945d-480f77c1d520,International Conference on Applications of Natural Language to Data Bases,2019,Loyola University Chicago,Chicago,18
aa03a8f7-69cc-4d77-a65c-0455e1e26924,International Conference on Applied Artificial Intelligence (ICAPAI),2022,Berkeley,San Francisco,1
d94c5038-4b52-4387-b651-d2b31d1a1634,International Conference on Applied Artificial Intelligence and Computing (ICAAIC),2023,Cornell Tech,New York,1
48eeae4e-7939-4af6-966a-0635798e5d11,International Conference on Applied System Innovation,2018,Loyola University Chicago,Chicago,1
189186bc-de9d-4fce-8ffb-d52b0fd23b9a,International Conference on Architectural Support for Programming Languages and Operating Systems,2008,University College London,London,1
40296786-7950-4eb7-9adc-a99c730b321c,International Conference on Architectural Support for Programming Languages and Operating Systems,2012,Loyola University Chicago,Chicago,5
f364ad29-f8f8-4ef2-8390-8438183c2e79,International Conference on Architectural Support for Programming Languages and Operating Systems,2013,Swiss Federal Institute of Technology,Zurich,6
66973e19-5549-437d-8f4e-3b0628d9d356,International Conference on Architectural Support for Programming Languages and Operating Systems,2014,King's College London,London,7
f81f5bc1-f5f9-43d9-b594-e2011a39a6d8,International Conference on Architectural Support for Programming Languages and Operating Systems,2015,Korea Advanced Institute of Science and Technology,Seoul,8
82e9f3b3-9835-4bb5-a4b1-fba455e6f717,International Conference on Architectural Support for Programming Languages and Operating Systems,2016,Singapore Management University,Singapore,9
2f9ad2ad-1e6a-4fb9-82c0-43fc396b630b,International Conference on Architectural Support for Programming Languages and Operating Systems,2017,VU Amsterdam,Amsterdam,10
4c3eef74-4296-436a-9b14-42a7f96d4f8b,International Conference on Architectural Support for Programming Languages and Operating Systems,2018,City University of New York,New York,11
806b221e-5400-478e-aa9a-06bdc389a71b,International Conference on Architectural Support for Programming Languages and Operating Systems,2019,Tsinghua University,Beijing,12
af0aabe4-3fca-4d78-a3c7-aa984ffcabd1,International Conference on Architectural Support for Programming Languages and Operating Systems,2020,Sorbonne University,Paris,13
da6d94ff-4f68-41c5-81cc-d2ad3d3e3026,International Conference on Architectural Support for Programming Languages and Operating Systems,2021,National University of Singapore,Singapore,14
ddccb0b1-b8d2-4f8c-9272-9cb9ec7391f9,International Conference on Architectural Support for Programming Languages and Operating Systems,2022,Waseda University,Tokyo,15
49ac8a81-514a-4740-8536-0f41b8831873,International Conference on Architectural Support for Programming Languages and Operating Systems,2023,University of Zurich,Zurich,16
93084342-fced-4221-9778-a5c75fed0f4f,International Conference on Artificial Intelligence and Big Data Analytics,2021,Northeastern University,Boston,1
e73f3353-4ed9-41bc-88a2-270251e81d5d,International Conference on Artificial Intelligence and Knowledge Discovery in Concurrent Engineering (ICECONF),2023,ETH Zurich,Zurich,1
8af58de7-dbfe-4529-82ab-ec554a947c1b,International Conference on Artificial Intelligence and Law,2019,Loyola University Chicago,Chicago,1
71c886c7-a657-44f9-9dbc-9146f4b4d62c,International Conference on Artificial Intelligence and Statistics,1999,Beijing Normal University,Beijing,1
52bfbbc1-9525-4104-9d8b-6e0f8f417c56,International Conference on Artificial Intelligence and Statistics,2005,Paris-Saclay University,Paris,7
e4ae10c7-d936-4457-87a7-dadaef4ba94d,International Conference on Artificial Intelligence and Statistics,2007,Harvard University,Boston,9
a774d385-bcf8-4811-aa79-b0482a8d748f,International Conference on Artificial Intelligence and Statistics,2009,University of Oxford,London,11
dfeb1b79-55e7-489f-b9c5-5c33990fbf8e,International Conference on Artificial Intelligence and Statistics,2010,Sciences Po,Paris,12
db79b7fa-e95a-42c3-879c-c7f012a83206,International Conference on Artificial Intelligence and Statistics,2011,Tsinghua University,Beijing,13
6bdf326d-26c3-45d2-b3a1-d760c957a975,International Conference on Artificial Intelligence and Statistics,2012,University of Oxford,London,14
468e1f95-b153-442d-931e-76cce13787ce,International Conference on Artificial Intelligence and Statistics,2014,Technical University of Berlin,Berlin,16
13750085-2717-4aa8-8ffa-72d8714aea2b,International Conference on Artificial Intelligence and Statistics,2015,Wageningen University,Amsterdam,17
40bacca2-de73-41e1-8f78-94819cc22dc8,International Conference on Artificial Intelligence and Statistics,2016,Northeastern University,Boston,18
776879fa-0a48-490e-ab94-5c6e285d5071,International Conference on Artificial Intelligence and Statistics,2017,University of Tokyo,Tokyo,19
5d868b43-132b-4ddf-a030-82e1de05ca71,International Conference on Artificial Intelligence and Statistics,2018,Imperial College London,London,20
8eac4889-dda7-4bfd-9b9e-33f6b6843c33,International Conference on Artificial Intelligence and Statistics,2019,Korea Advanced Institute of Science and Technology,Seoul,21
0b025abd-7717-4c27-8f60-51d3fdbd1a01,International Conference on Artificial Intelligence and Statistics,2020,Keio University,Tokyo,22
b783d1d4-1eff-449e-a077-28713e8a46cb,International Conference on Artificial Intelligence and Statistics,2021,Charité - Universitätsmedizin Berlin,Berlin,23
dad9148e-0e59-41f5-a9fe-6468eb03efcc,International Conference on Artificial Intelligence for Innovations in Healthcare Industries (ICAIIHI),2023,Stanford University,San Francisco,1
28405d5a-d650-49b2-85eb-56afb8ee95a5,International Conference on Artificial Intelligence in Education,2018,Humboldt University of Berlin,Berlin,1
fdff9c9b-2250-421b-b589-df97c4ee3e84,International Conference on Artificial Intelligence in Education,2019,Wageningen University,Amsterdam,2
e354b4d3-f66e-4801-a96f-c11864e7c480,International Conference on Artificial Intelligence in Education,2020,Stanford University,San Francisco,3
2b7b62b7-aef2-4b33-9676-5b4f4a009639,International Conference on Artificial Neural Networks,1997,Illinois Institute of Technology,Chicago,1
800292cb-0c8e-43fd-a657-48a5489ddd65,International Conference on Artificial Neural Networks,2001,Sciences Po,Paris,5
e1295606-755d-4a75-88f2-1203b28b6acd,International Conference on Artificial Neural Networks,2003,National University of Singapore,Singapore,7
d6a96c4c-dd3a-4058-9ac9-f689cdeae0d5,International Conference on Artificial Neural Networks,2018,Humboldt University of Berlin,Berlin,22
4cab139e-b1ce-422d-9f93-181b9fdc48ce,International Conference on Artificial Neural Networks,2019,Singapore Management University,Singapore,23
df0c6ba0-f959-49b4-8bc8-6cdaad62348a,International Conference on Augmented Intelligence and Sustainable Systems (ICAISS),2022,ETH Zurich,Zurich,1
a4d6757b-29a2-481b-9b8c-fd0e7fe57fb7,International Conference on Augmented Intelligence and Sustainable Systems (ICAISS),2023,Boston University,Boston,2
19cfc0aa-ddde-4cd3-bbb9-3ee11e501495,International Conference on Automated Planning and Scheduling,2008,Berkeley,San Francisco,1
89c26da3-e5cf-4d64-bb2e-27c11bb77537,International Conference on Automated Planning and Scheduling,2021,University of Zurich,Zurich,14
d85558c8-6227-4926-81c3-00bcf8951c5d,International Conference on Automated Software Engineering,2003,Yonsei University,Seoul,1
55ad5029-99bf-41fd-8151-7d6a1eb8cdd7,International Conference on Automated Software Engineering,2006,San Francisco State University,San Francisco,4
5183ddf5-c0c4-4a81-94ba-58f27148ce40,International Conference on Automated Software Engineering,2013,Singapore Management University,Singapore,11
39b0a10c-7618-4d1c-b966-d3b365d69af9,International Conference on Automated Software Engineering,2015,Free University of Berlin,Berlin,13
07cff604-a202-4bed-ac28-ab2711b7ebf8,International Conference on Automation and Computing,2011,Massachusetts Institute of Technology,Boston,1
b75101f2-7dc4-4f48-964f-6614e5375ff2,International Conference on Automation and Computing,2012,University of Zurich,Zurich,2
12cf096e-a17d-469a-a077-1a4428da75bd,"International Conference on Automation, Computing and Renewable Systems (ICACRS)",2022,Northwestern University,Chicago,1
43d2cbd9-b124-4854-a199-ca8747fa6116,"International Conference on Availability, Reliability and Security",2008,Boston University,Boston,1
87f111c3-eb8a-43f8-98aa-7a33b819b098,International Conference on Awareness Science and Technology,2017,Singapore Management University,Singapore,1
c50f7bbf-ebb7-4c9a-adae-74e751bdc5fa,International Conference on Big Data & Artificial Intelligence & Software Engineering (ICBASE),2020,VU Amsterdam,Amsterdam,1
6dbc2bf1-2aca-412f-b0c4-3427cc429e9f,International Conference on Big Data Cloud and Applications,2017,University of Tokyo,Tokyo,1
2a15b9bf-2d05-4d0f-88cb-60aa04724262,International Conference on Big Data Computing Service and Applications,2021,Seoul National University,Seoul,1
f891e6f6-e676-4359-973b-9a7a9e9678a4,International Conference on Big Data Computing and Communications,2017,University of Sydney,Sydney,1
51eb7423-1be0-4d74-8f2f-7078db70936e,International Conference on Big Data Science and Engineering,2020,Delft University of Technology,Amsterdam,1
536c0588-18f6-454e-8726-fb246b3fef21,International Conference on Big Data Science and Engineering,2021,Boston University,Boston,2
ee3c894e-88f4-4fa6-b71a-92b5aea6919a,International Conference on Big Data Science and Engineering,2022,City University of New York,New York,3
435c0cc2-a43e-4b96-97a6-9e3bf44f0428,International Conference on Big Data and Education,2018,Wageningen University,Amsterdam,1
c3bc09c1-b9c0-4916-bfaa-6daa15a6422d,International Conference on Big Data and Smart Computing,2017,École Polytechnique,Paris,1
e06bc463-4cac-43b6-9a58-748bf4af861f,International Conference on Big Data and Smart Computing,2019,University of Zurich,Zurich,3
b7ea0ff4-08e3-47bd-ae1d-121c43f7eb50,International Conference on Big Data and Smart Computing,2021,Nanyang Technological University,Singapore,5
b013e345-6c9a-4827-9315-bb0a01d63317,International Conference on Big Data and Smart Computing,2022,Nanyang Technological University,Singapore,6
91e7a120-5016-410c-90ad-5a7d4ca4de67,"International Conference on Big Data, Artificial Intelligence and Internet of Things Engineering (ICBAIE)",2022,National University of Singapore,Singapore,1
da00be47-e76e-492f-b008-677d0b1556cd,"International Conference on Big Data, Cloud Computing, Data Science & Engineering",2019,Nanyang Technological University,Singapore,1
1763d55b-ba15-4a7e-92f9-26d8666885bb,"International Conference on Big Data, Cloud Computing, Data Science & Engineering",2021,University of Sydney,Sydney,3
7a04fdf1-4d1a-41b5-9a54-460f1fd1b799,International Conference on Big Knowledge,2021,Nanyang Technological University,Singapore,1
f9f5b42a-694b-46cc-9800-c4632f8aab0a,International Conference on BioMedical Engineering and Informatics,2010,Wageningen University,Amsterdam,1
52571acb-3145-4641-9e30-19459493cd40,International Conference on Biomedical Ontology,2021,National University of Singapore,Singapore,1
36051824-c32d-40e2-8043-e39c9f3f7f9d,International Conference on Biometrics,2018,Columbia University,New York,1
0630e0df-0a44-4d60-965f-8e8f4598334a,International Conference on Blockchain,2019,Loyola University Chicago,Chicago,1
5f8c5240-ccc4-4809-89f8-968fbe659589,International Conference on Business Management and Electronic Information,2011,Technical University of Berlin,Berlin,1
dece6e22-af6e-4f8b-a077-bba3b1587c5a,International Conference on Business Process Management,2004,Seoul National University,Seoul,1
8a9bb6d2-73b0-400e-8570-91b9e0cd8f1b,International Conference on Business Process Management,2007,City University of New York,New York,4
0c61271f-ca04-40bd-91fa-2709ac9049c7,International Conference on Business Process Management,2009,Wageningen University,Amsterdam,6
02f389e6-dd84-4251-825c-85dec6535df5,International Conference on Business Process Management,2010,University of Amsterdam,Amsterdam,7
65c22b3b-26de-4a69-823d-ce45f132fda8,International Conference on Business Process Management,2011,York University,Toronto,8
83ca0a11-ec55-4c1d-864d-e7e5846c4378,International Conference on Business Process Management,2012,Tsinghua University,Beijing,9
0dd60957-ecdf-433c-b358-2bdfe96e7099,International Conference on Business Process Management,2013,Korea Advanced Institute of Science and Technology,Seoul,10
f0dd0daa-f8e3-42c4-8e5d-9a998d6559a2,International Conference on Business Process Management,2014,VU Amsterdam,Amsterdam,11
8f52de96-5b31-4c4e-adf6-0293d63010ff,International Conference on Business Process Management,2015,Ryerson University,Toronto,12
ea1f778c-2325-4e81-9f0b-3d6afbf1a246,International Conference on Business Process Management,2016,University of Chicago,Chicago,13
88111425-360c-4164-ac91-970e93546c63,International Conference on Business Process Management,2017,Peking University,Beijing,14
92b7d9a6-ea87-4e41-b9ac-978f35dac44b,International Conference on Business Process Management,2018,Northwestern University,Chicago,15
c2fe08e0-ea98-4b07-aa3a-40c99fa5ab3b,International Conference on Business Process Management,2019,Beijing Normal University,Beijing,16
f8e16238-ba04-42d2-a4fd-e1c158f61b7d,International Conference on Business Process Management,2020,Illinois Institute of Technology,Chicago,17
97fb49c3-fe11-475a-b1fd-039d563b5e1f,International Conference on Business Process Management,2021,Beijing University of Posts and Telecommunications,Beijing,18
bf06324b-22d3-436f-9966-09a5d6baecbb,International Conference on Business Process Management,2023,Imperial College London,London,20
205b76d4-6afc-4c7b-9f66-a35511bb2225,"International Conference on Circuit, Power and Computing Technologies",2023,University of Technology Sydney,Sydney,1
e12cb77f-ab9e-446f-89a8-52a0515a50f1,International Conference on Climate Informatics,2015,University of Oxford,London,1
5af8cfb6-6d8a-42b3-9379-7d51f4c87722,International Conference on Climate Informatics,2024,Macquarie University,Sydney,10
30dbdbae-b7f3-42b1-bc08-8cc453baab05,International Conference on Cloud Computing Technologies and Applications,2020,Cornell Tech,New York,1
c161ec9e-194f-4af4-9c3a-f3c0595a873f,International Conference on Cloud Computing and Intelligence Systems,2018,ETH Zurich,Zurich,1
e231e669-47fd-409b-81fe-b49e8e16ab3c,International Conference on Cloud and Green Computing,2012,Illinois Institute of Technology,Chicago,1
7f921fca-1d9a-4ad2-9ccc-f00d05d93255,International Conference on Collaboration Technologies and Systems,2013,Humboldt University of Berlin,Berlin,1
f6ed0a7a-5033-4c0c-bed6-1d9171057058,International Conference on Communication Software and Networks,2010,Waseda University,Tokyo,1
794201e9-0416-4922-8da7-48e137416bda,International Conference on Communication Systems and Network Technologies,2015,Massachusetts Institute of Technology,Boston,1
ea121d0a-f176-450b-9f14-0497ab0e902e,International Conference on Communication Systems and Network Technologies,2017,University of Amsterdam,Amsterdam,3
74ba68ff-9bac-4158-9ee0-4d9c8be7cdae,International Conference on Communication Systems and Networks,2011,University of Zurich,Zurich,1
541eef1e-41d3-488a-bfed-a7d1843d0451,International Conference on Communication Systems and Networks,2019,Charité - Universitätsmedizin Berlin,Berlin,9
8e6d42ff-b338-4287-885a-52b13bf819d0,"International Conference on Communication, Computing & Security",2020,City University of New York,New York,1
fd11dc50-9cbe-41e6-9b25-0cbbcc86074e,"International Conference on Communication, Computing and Internet of Things (IC3IoT)",2024,University of Zurich,Zurich,1
967067e8-a544-4fa3-8e66-56940a7d16c2,"International Conference on Communication, Information & Computing Technology",2012,University of Zurich,Zurich,1
095e509f-de2b-4f2b-927a-752a1f7106c4,International Conference on Communications and Information Technology,2010,Waseda University,Tokyo,1
aac615e5-89c0-41c5-a3ce-0c19fe5d0e5e,International Conference on Communications and Information Technology,2017,VU Amsterdam,Amsterdam,8
4c3ae94e-7c28-49c5-89be-ca08d8ce0cc7,"International Conference on Complex, Intelligent, and Software Intensive Systems",2015,Imperial College London,London,1
ae0dae0c-cfd3-4286-805d-eadf9b57926c,"International Conference on Computation, Automation and Knowledge Management (ICCAKM)",2021,King's College London,London,1
